iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
443,4.0,1,8,2,17,11,4,6,5,434.0,0,0.13,0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,0,6.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,2.0,27.0,13.0,3.0,1.0,3.0,2.0,6.0,2.0,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,30.0,25.0,10.0,20.0,0.0,15.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,1,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,2.0
443,4.0,1,8,2,17,11,7,8,6,435.0,0,0.56,0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,0,7.0,9.0,9.0,8.0,9.0,0.0,8.0,6.0,2.0,27.0,13.0,3.0,1.0,3.0,2.0,6.0,2.0,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,30.0,25.0,10.0,20.0,0.0,15.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,0,4.0,5.0,5.0,7.0,7.0,4.0,6.0,5.0,2.0
443,4.0,1,8,2,17,11,12,2,8,437.0,0,0.35,0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,0,7.0,8.0,10.0,8.0,10.0,7.0,7.0,5.0,2.0,27.0,13.0,3.0,1.0,3.0,2.0,6.0,2.0,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,30.0,25.0,10.0,20.0,0.0,15.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2.0
443,4.0,1,8,2,17,11,2,4,10,439.0,0,0.59,0,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,0,6.0,7.0,9.0,0.0,7.0,0.0,5.0,5.0,2.0,27.0,13.0,3.0,1.0,3.0,2.0,6.0,2.0,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,30.0,25.0,10.0,20.0,0.0,15.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,0,8.0,6.0,8.0,3.0,3.0,2.0,5.0,4.0,2.0
444,5.0,1,10,2,17,11,9,10,2,431.0,0,-0.03,0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,1,8.0,7.0,8.0,8.0,7.0,4.0,6.0,4.0,2.0,26.0,8.0,2.0,5.0,1.0,2.0,4.0,2.0,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,50.0,10.0,10.0,30.0,0.0,0.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,0,6.0,6.0,7.0,2.0,9.0,5.0,4.0,3.0,2.0
444,5.0,1,10,2,17,11,3,5,4,433.0,0,0.13,0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0,8.0,6.0,6.0,5.0,5.0,3.0,7.0,5.0,2.0,26.0,8.0,2.0,5.0,1.0,2.0,4.0,2.0,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,50.0,10.0,10.0,30.0,0.0,0.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,0,5.0,8.0,6.0,8.0,8.0,5.0,5.0,7.0,2.0
444,5.0,1,10,2,17,11,6,7,7,436.0,0,0.11,1,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,1.0,26.0,8.0,2.0,5.0,1.0,2.0,4.0,2.0,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,50.0,10.0,10.0,30.0,0.0,0.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,0,6.0,5.0,5.0,9.0,7.0,6.0,4.0,1.0,1.0
444,5.0,1,10,2,17,11,2,4,10,439.0,0,0.26,1,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,1,8.0,7.0,8.0,8.0,9.0,3.0,8.0,8.0,2.0,26.0,8.0,2.0,5.0,1.0,2.0,4.0,2.0,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,50.0,10.0,10.0,30.0,0.0,0.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,0,6.0,6.0,7.0,9.0,7.0,4.0,7.0,5.0,2.0
445,6.0,1,12,2,17,11,12,1,8,437.0,0,0.15,1,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,1,7.0,7.0,8.0,9.0,9.0,8.0,8.0,5.0,2.0,30.0,13.0,2.0,1.0,1.0,2.0,5.0,2.0,9.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,5.0,40.0,12.0,18.0,12.0,6.0,12.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,7.0,10.0,7.0,0,7.0,9.0,7.0,6.0,5.0,6.0,7.0,8.0,2.0
445,6.0,1,12,2,17,11,13,2,9,438.0,0,0.39,1,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,1,7.0,7.0,10.0,9.0,10.0,8.0,8.0,6.0,2.0,30.0,13.0,2.0,1.0,1.0,2.0,5.0,2.0,9.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,5.0,40.0,12.0,18.0,12.0,6.0,12.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,7.0,10.0,7.0,0,5.0,8.0,9.0,6.0,8.0,4.0,5.0,7.0,2.0
446,7.0,1,14,2,17,11,8,4,1,430.0,0,0.14,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,9.0,9.0,6.0,8.0,4.0,7.0,2.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0
446,7.0,1,14,2,17,11,9,5,2,431.0,0,0.25,0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,0,7.0,9.0,9.0,8.0,6.0,2.0,6.0,5.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,7.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,2.0
446,7.0,1,14,2,17,11,11,6,3,432.0,1,0.32,0,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1,3.0,9.0,9.0,6.0,9.0,7.0,8.0,10.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,8.0,8.0,8.0,6.0,4.0,5.0,6.0,4.0,2.0
446,7.0,1,14,2,17,11,3,10,4,433.0,1,0.53,0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,9.0,8.0,8.0,5.0,7.0,5.0,8.0,6.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,5.0,8.0,7.0,7.0,4.0,3.0,6.0,3.0,2.0
446,7.0,1,14,2,17,11,4,1,5,434.0,0,0.28,0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,0,7.0,5.0,5.0,3.0,3.0,5.0,7.0,8.0,1.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,8.0,10.0,9.0,8.0,5.0,3.0,8.0,5.0,1.0
446,7.0,1,14,2,17,11,7,3,6,435.0,0,0.23,0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,0,5.0,5.0,8.0,6.0,9.0,3.0,4.0,4.0,2.0
446,7.0,1,14,2,17,11,6,2,7,436.0,0,0.32,0,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,0,7.0,10.0,9.0,9.0,7.0,8.0,8.0,10.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,7.0,7.0,7.0,9.0,8.0,3.0,7.0,4.0,2.0
446,7.0,1,14,2,17,11,12,7,8,437.0,0,0.34,0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,1,6.0,8.0,9.0,9.0,10.0,8.0,8.0,5.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,0,5.0,10.0,8.0,8.0,7.0,6.0,7.0,5.0,2.0
446,7.0,1,14,2,17,11,13,8,9,438.0,1,0.28,0,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,1,6.0,4.0,7.0,3.0,7.0,6.0,6.0,5.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,8.0,7.0,7.0,8.0,4.0,7.0,8.0,5.0,2.0
446,7.0,1,14,2,17,11,2,9,10,439.0,1,0.67,0,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,1,7.0,7.0,9.0,5.0,9.0,0.0,5.0,8.0,2.0,28.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,1,9.0,8.0,8.0,6.0,5.0,5.0,8.0,4.0,2.0
447,8.0,1,16,2,17,11,8,6,1,430.0,0,0.49,1,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,8.0,8.0,8.0,6.0,3.0,7.0,3.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,5.0,7.0,7.0,5.0,4.0,4.0,5.0,4.0,2.0
447,8.0,1,16,2,17,11,9,7,2,431.0,0,0.11,1,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,0,8.0,9.0,8.0,7.0,8.0,2.0,7.0,4.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,2.0,6.0,4.0,3.0,4.0,5.0,3.0,1.0,2.0
447,8.0,1,16,2,17,11,11,8,3,432.0,0,0.08,0,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1,7.0,9.0,10.0,10.0,10.0,8.0,9.0,10.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,8.0,2.0
447,8.0,1,16,2,17,11,3,2,4,433.0,0,0.23,0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0,7.0,7.0,7.0,5.0,5.0,3.0,6.0,6.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,5.0,6.0,6.0,4.0,3.0,6.0,5.0,4.0,2.0
447,8.0,1,16,2,17,11,4,3,5,434.0,1,0.13,0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,1,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,1,9.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,1.0
447,8.0,1,16,2,17,11,7,5,6,435.0,0,0.18,0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,0,6.0,10.0,9.0,8.0,8.0,4.0,5.0,5.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,4.0,2.0
447,8.0,1,16,2,17,11,6,4,7,436.0,0,0.31,0,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,0,7.0,10.0,9.0,9.0,9.0,8.0,8.0,10.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,2.0
447,8.0,1,16,2,17,11,12,9,8,437.0,0,0.34,0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,1,8.0,8.0,10.0,7.0,10.0,7.0,7.0,5.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,2.0
447,8.0,1,16,2,17,11,13,10,9,438.0,0,0.35,0,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,0,6.0,3.0,4.0,2.0,9.0,4.0,5.0,4.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,2.0
447,8.0,1,16,2,17,11,2,1,10,439.0,0,0.49,0,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,0,7.0,7.0,9.0,3.0,9.0,0.0,5.0,5.0,2.0,26.0,13.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,2.0
448,9.0,1,18,2,17,11,8,2,1,430.0,0,-0.42,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,6.0,8.0,8.0,9.0,9.0,4.0,6.0,2.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,8.0,8.0,8.0,6.0,5.0,7.0,8.0,7.0,2.0
448,9.0,1,18,2,17,11,9,3,2,431.0,1,0.03,0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,1,9.0,8.0,9.0,9.0,5.0,2.0,6.0,4.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,5.0,6.0,8.0,4.0,8.0,4.0,6.0,3.0,2.0
448,9.0,1,18,2,17,11,11,4,3,432.0,0,0.69,1,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1,8.0,6.0,8.0,7.0,9.0,5.0,4.0,3.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,0,4.0,7.0,7.0,6.0,5.0,4.0,5.0,7.0,2.0
448,9.0,1,18,2,17,11,3,8,4,433.0,0,0.41,0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,3.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,0,3.0,7.0,5.0,6.0,5.0,6.0,4.0,5.0,2.0
448,9.0,1,18,2,17,11,4,9,5,434.0,0,0.16,1,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,0,7.0,6.0,6.0,5.0,7.0,7.0,5.0,5.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,2.0
448,9.0,1,18,2,17,11,7,1,6,435.0,1,0.73,0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,1,9.0,9.0,10.0,10.0,9.0,0.0,10.0,9.0,1.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,5.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,1.0
448,9.0,1,18,2,17,11,6,10,7,436.0,1,0.0,1,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,8.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,1.0
448,9.0,1,18,2,17,11,12,5,8,437.0,1,0.41,1,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,1,7.0,6.0,9.0,10.0,9.0,9.0,6.0,6.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,5.0,7.0,5.0,6.0,3.0,7.0,6.0,4.0,2.0
448,9.0,1,18,2,17,11,2,7,10,439.0,1,0.5,1,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,1,9.0,3.0,10.0,9.0,10.0,0.0,7.0,5.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,1,8.0,7.0,7.0,8.0,6.0,7.0,8.0,7.0,2.0
449,10.0,1,20,2,17,11,8,1,1,430.0,0,0.17,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,6.0,9.0,8.0,8.0,5.0,5.0,2.0,2.0,23.0,1.0,6.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,1,10.0,7.0,8.0,7.0,8.0,5.0,7.0,1.0,2.0
449,10.0,1,20,2,17,11,9,2,2,431.0,0,0.31,0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,0,8.0,5.0,7.0,6.0,8.0,2.0,3.0,2.0,2.0,23.0,1.0,6.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,0,4.0,4.0,6.0,2.0,9.0,3.0,3.0,5.0,2.0
449,10.0,1,20,2,17,11,11,3,3,432.0,0,0.24,0,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1,8.0,8.0,9.0,9.0,10.0,10.0,8.0,9.0,2.0,23.0,1.0,6.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,0,7.0,9.0,9.0,7.0,6.0,6.0,8.0,8.0,2.0
